[2025-06-08, 16:39:32:150] info :	 Result: {"_id":"id_1","username":"testuser"}
[2025-06-08, 16:39:32:151] info :	 SELECT description, duration, date FROM EXERCISES WHERE USER_ID=id_1 LIMIT 2
[2025-06-08, 16:39:32:151] info :	 Result: [{"description":"Running","duration":30,"date":"2023-10-01T00:00:00.000Z"},{"description":"Swimming","duration":45,"date":"1999-10-01T00:00:00.000Z"}]
[2025-06-08, 16:39:32:165] info :	 SELECT * FROM USERS WHERE _ID=id_1
[2025-06-08, 16:39:32:165] info :	 Result: {"_id":"id_1","username":"testuser"}
[2025-06-08, 16:39:32:166] info :	 SELECT description, duration, date FROM EXERCISES WHERE USER_ID=id_1 AND DATE >= Wed Jan 01 2020
[2025-06-08, 16:39:32:166] info :	 Result: [{"description":"Running","duration":30,"date":"2023-10-01T00:00:00.000Z"},{"description":"Cycling","duration":60,"date":"2022-01-02T00:00:00.000Z"},{"description":"Hiking","duration":120,"date":"2022-02-03T00:00:00.000Z"}]
[2025-06-08, 16:39:32:170] info :	 SELECT * FROM USERS WHERE _ID=id_1
[2025-06-08, 16:39:32:170] info :	 Result: {"_id":"id_1","username":"testuser"}
[2025-06-08, 16:39:32:171] info :	 SELECT description, duration, date FROM EXERCISES WHERE USER_ID=id_1 AND DATE <= Sat Dec 31 2022
[2025-06-08, 16:39:32:171] info :	 Result: [{"description":"Swimming","duration":45,"date":"1999-10-01T00:00:00.000Z"},{"description":"Cycling","duration":60,"date":"2022-01-02T00:00:00.000Z"},{"description":"Hiking","duration":120,"date":"2022-02-03T00:00:00.000Z"}]
[2025-06-08, 16:39:32:176] info :	 SELECT * FROM USERS WHERE _ID=id_1
[2025-06-08, 16:39:32:176] info :	 Result: {"_id":"id_1","username":"testuser"}
[2025-06-08, 16:39:32:177] info :	 SELECT description, duration, date FROM EXERCISES WHERE USER_ID=id_1 AND DATE >= Sat Jan 01 2022 AND DATE <= Sat Dec 31 2022
[2025-06-08, 16:39:32:177] info :	 Result: [{"description":"Cycling","duration":60,"date":"2022-01-02T00:00:00.000Z"},{"description":"Hiking","duration":120,"date":"2022-02-03T00:00:00.000Z"}]
[2025-06-08, 16:39:32:183] info :	 SELECT * FROM USERS WHERE _ID=id_1
[2025-06-08, 16:39:32:184] info :	 Result: {"_id":"id_1","username":"testuser"}
[2025-06-08, 16:39:32:184] info :	 SELECT description, duration, date FROM EXERCISES WHERE USER_ID=id_1 AND DATE >= Sat Jan 01 2022 AND DATE <= Sat Dec 31 2022 LIMIT 1
[2025-06-08, 16:39:32:184] info :	 Result: [{"description":"Cycling","duration":60,"date":"2022-01-02T00:00:00.000Z"}]
[2025-06-08, 16:39:32:200] info :	 SELECT * FROM USERS WHERE _ID=999999
[2025-06-08, 16:39:32:201] info :	 Result: undefined
[2025-06-08, 16:49:24:103] info :	 Connected to the database
[2025-06-08, 16:49:24:157] info :	 SELECT _ID, USERNAME FROM users
[2025-06-08, 16:49:24:157] info :	 Result: []
[2025-06-08, 16:49:24:175] info :	 INSERT INTO users (USERNAME) VALUES (testuser) RETURNING ID
[2025-06-08, 16:49:24:180] info :	 Result: {"_id":"id_1"}
[2025-06-08, 16:49:24:186] info :	 SELECT _ID, USERNAME FROM users
[2025-06-08, 16:49:24:187] info :	 Result: [{"_id":"id_1","username":"testuser"}]
[2025-06-08, 16:49:24:192] info :	 INSERT INTO users (USERNAME) VALUES (testuser) RETURNING ID
[2025-06-08, 16:49:24:194] info :	 UNIQUE key violated
[2025-06-08, 16:49:24:204] info :	 SELECT _ID FROM users WHERE USERNAME=testuser
[2025-06-08, 16:49:24:205] info :	 Result: {"_id":"id_1"}
[2025-06-08, 16:49:24:210] info :	 INSERT INTO users (USERNAME) VALUES (nextuser) RETURNING ID
[2025-06-08, 16:49:24:212] info :	 Result: {"_id":"id_3"}
[2025-06-08, 16:49:24:216] info :	 SELECT _ID, USERNAME FROM users
[2025-06-08, 16:49:24:217] info :	 Result: [{"_id":"id_1","username":"testuser"},{"_id":"id_3","username":"nextuser"}]
[2025-06-08, 16:49:34:808] info :	 Connected to the database
[2025-06-08, 16:49:34:842] info :	 INSERT INTO users (USERNAME) VALUES (testuser) RETURNING ID
[2025-06-08, 16:49:34:857] info :	 Result: {"_id":"id_1"}
[2025-06-08, 16:49:34:874] info :	 SELECT * FROM USERS WHERE _ID=id_1
[2025-06-08, 16:49:34:874] info :	 Result: {"_id":"id_1","username":"testuser"}
[2025-06-08, 16:49:34:877] info :	 INSERT INTO exercises (USER_ID, DESCRIPTION, DURATION, DATE) VALUES (id_1, test exercise, 30, Sun Oct 01 2023) RETURNING _ID
[2025-06-08, 16:49:34:878] info :	 Result: {"_id":1}
[2025-06-08, 16:49:34:916] info :	 SELECT * FROM USERS WHERE _ID=id_1
[2025-06-08, 16:49:34:917] info :	 Result: {"_id":"id_1","username":"testuser"}
[2025-06-08, 16:49:34:919] info :	 INSERT INTO exercises (USER_ID, DESCRIPTION, DURATION, DATE) VALUES (id_1, test exercise without date, 60, Sun Jun 08 2025) RETURNING _ID
[2025-06-08, 16:49:34:919] info :	 Result: {"_id":2}
[2025-06-08, 16:49:34:945] info :	 SELECT * FROM USERS WHERE _ID=999999
[2025-06-08, 16:49:34:945] info :	 Result: undefined
[2025-06-08, 16:49:44:632] info :	 Connected to the database
[2025-06-08, 16:49:44:663] info :	 INSERT INTO users (USERNAME) VALUES (testuser) RETURNING ID
[2025-06-08, 16:49:44:678] info :	 Result: {"_id":"id_1"}
[2025-06-08, 16:49:44:692] info :	 SELECT * FROM USERS WHERE _ID=id_1
[2025-06-08, 16:49:44:693] info :	 Result: {"_id":"id_1","username":"testuser"}
[2025-06-08, 16:49:44:694] info :	 SELECT description, duration, date FROM EXERCISES WHERE USER_ID=id_1
[2025-06-08, 16:49:44:694] info :	 Result: []
[2025-06-08, 16:49:44:702] info :	 SELECT * FROM USERS WHERE _ID=id_1
[2025-06-08, 16:49:44:702] info :	 Result: {"_id":"id_1","username":"testuser"}
[2025-06-08, 16:49:44:705] info :	 INSERT INTO exercises (USER_ID, DESCRIPTION, DURATION, DATE) VALUES (id_1, Running, 30, Sun Oct 01 2023) RETURNING _ID
[2025-06-08, 16:49:44:705] info :	 Result: {"_id":1}
[2025-06-08, 16:49:44:709] info :	 SELECT * FROM USERS WHERE _ID=id_1
[2025-06-08, 16:49:44:709] info :	 Result: {"_id":"id_1","username":"testuser"}
[2025-06-08, 16:49:44:710] info :	 SELECT description, duration, date FROM EXERCISES WHERE USER_ID=id_1
[2025-06-08, 16:49:44:711] info :	 Result: [{"description":"Running","duration":30,"date":"2023-10-01T00:00:00.000Z"}]
[2025-06-08, 16:49:44:716] info :	 SELECT * FROM USERS WHERE _ID=id_1
[2025-06-08, 16:49:44:717] info :	 Result: {"_id":"id_1","username":"testuser"}
